id,flag,gdr_cd,age,mrg_situ_cd,edu_deg_cd,acdm_deg_cd,deg_cd,job_year,ic_ind,fr_or_sh_ind,dnl_mbl_bnk_ind,dnl_bind_cmb_lif_ind,hav_car_grp_ind,hav_hou_grp_ind,l6mon_agn_ind,frs_agn_dt_cnt,vld_rsk_ases_ind,fin_rsk_ases_grd_cd,confirm_rsk_ases_lvl_typ_cd,cust_inv_rsk_endu_lvl_cd,l6mon_daim_aum_cd,tot_ast_lvl_cd,pot_ast_lvl_cd,bk1_cur_year_mon_avg_agn_amt_cd,l12mon_buy_fin_mng_whl_tms,l12_mon_fnd_buy_whl_tms,l12_mon_insu_buy_whl_tms,l12_mon_gld_buy_whl_tms,loan_act_ind,pl_crd_lmt_cd,ovd_30d_loan_tot_cnt,his_lng_ovd_day,hld_crd_card_grd_cd,crd_card_act_ind,l1y_crd_card_csm_amt_dlm_cd,atdd_type,perm_crd_lmt_cd,cur_debit_cnt,cur_credit_cnt,cur_debit_min_opn_dt_cnt,cur_credit_min_opn_dt_cnt,cur_debit_crd_lvl
U17520,0,M,56,B,B,Z,A,0,1,1,1,1,1,1,0,-1,0,-1,1,1,2,11,6,0,0,0,0,0,1,6,0,1,40,1,5,1,8,8,1,8818,3621,20
U17446,0,M,56,B,A,C,,0,0,0,1,1,1,0,0,-1,1,3,4,7,6,3,2,0,0,0,0,0,1,0,1,173,20,1,4,0,7,6,3,7060,2022,20
U17430,0,M,59,B,K,G,Z,0,1,1,1,1,1,0,0,-1,0,-1,-1,1,3,-1,2,0,0,0,0,0,1,8,0,2,20,1,4,,4,94,2,6093,418,20
U17421,0,F,50,B,F,G,B,2,0,0,1,1,1,1,1,153,0,-1,-1,1,5,-1,3,2,0,0,0,0,1,0,0,0,20,0,3,0,7,7,2,8238,5782,40
U17034,0,F,48,A,C,30,Z,0,1,1,1,1,1,1,1,971,1,4,3,1,5,2,2,6,32,2,0,0,1,0,0,4,60,1,5,0,8,16,4,8550,6056,40
U16900,0,M,40,B,B,Z,B,2,1,1,1,0,1,0,1,1189,0,-1,5,1,5,-1,1,0,0,0,0,0,1,0,0,0,20,1,5,0,8,5,2,6547,5752,20
U16828,0,F,56,B,K,Z,B,7,0,0,1,1,0,1,1,291,1,3,4,7,4,-1,5,7,0,41,0,0,1,5,0,1,20,1,5,0,4,3,1,5860,5874,20
U16827,0,F,42,A,C,Z,A,5,1,1,1,1,1,1,0,782,1,3,2,1,4,4,2,0,6,2,0,0,1,5,0,3,25,1,4,1,7,3,2,4053,4870,10
U16614,0,F,43,B,B,Z,B,2,1,1,1,0,1,0,0,-1,1,4,3,3,6,-1,2,0,2,0,0,0,1,9,0,0,-1,0,0,0,7,6,1,4650,4017,40
U16583,0,F,43,B,A,31,~,0,1,1,1,1,1,1,1,1176,1,4,3,8,8,-1,2,10,22,0,0,0,1,6,0,0,25,1,5,0,8,13,6,5645,5844,80
U16481,0,F,44,A,B,30,~,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,8,4,2,6296,1404,20
U16290,0,M,43,B,B,30,A,4,1,1,1,1,1,0,0,-1,0,-1,4,6,5,-1,2,0,0,0,0,0,1,0,0,0,40,1,5,1,8,5,5,6782,5813,20
U16178,0,M,47,B,C,Z,B,0,1,1,1,1,0,0,0,-1,1,1,-1,8,5,9,6,0,0,2,0,0,1,7,0,0,20,1,5,0,8,7,2,6393,5021,20
U16164,0,F,52,B,F,G,C,0,0,1,1,1,1,0,0,-1,0,-1,3,7,7,6,2,0,0,0,0,0,0,0,0,0,23,1,5,0,8,5,3,8144,5600,40
U16073,0,F,37,A,K,31,~,2,0,0,1,1,0,0,0,-1,1,1,1,1,2,4,3,0,0,0,0,0,1,4,0,0,10,1,5,0,6,4,1,3533,3590,20
U16031,0,M,55,B,M,D,D,9,1,1,1,0,0,0,0,-1,1,3,4,2,7,-1,2,0,1,0,0,0,0,0,0,0,20,1,5,0,7,6,1,5078,4260,40
U15803,0,F,41,B,B,Z,,4,1,1,1,1,1,0,0,-1,1,3,4,4,7,11,2,0,13,0,0,0,1,5,0,0,20,0,0,0,5,7,1,5207,5113,40
U15718,0,M,46,B,B,30,B,0,1,1,1,1,1,0,0,948,1,3,3,1,9,11,1,0,28,11,5,0,0,0,0,0,40,1,5,0,8,6,1,7813,3590,80
U15581,0,M,55,B,B,Z,~,2,1,1,1,1,1,0,0,-1,0,-1,3,1,5,5,3,0,0,0,0,0,0,0,0,0,20,1,3,0,7,2,2,4428,5569,20
U15548,0,F,52,B,B,30,A,22,0,0,1,1,0,1,1,1210,1,3,6,4,7,1,2,6,17,5,0,0,1,8,0,2,20,1,5,0,7,11,2,6751,5966,40
U15340,0,M,39,B,B,31,~,3,0,0,1,1,0,0,0,-1,0,-1,4,1,3,9,2,0,0,0,0,0,0,0,0,0,10,1,4,0,8,3,2,5462,4595,20
U15266,0,M,40,B,B,G,~,1,0,1,1,0,1,0,0,-1,0,-1,-1,1,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,6,2,2,4435,4199,10
U15183,0,M,48,B,B,30,~,21,0,0,1,1,1,0,0,987,1,2,4,1,3,-1,3,0,0,49,0,0,0,0,0,0,20,1,4,0,5,3,1,6775,4444,10
U15085,0,F,63,B,B,30,A,0,0,0,1,1,0,0,0,423,1,3,3,7,6,-1,2,0,0,0,1,0,0,0,0,0,20,0,1,0,7,4,2,5872,3317,40
U15031,0,F,44,B,C,31,A,3,0,0,1,1,1,1,0,-1,0,-1,3,3,4,10,3,0,0,23,0,0,1,0,0,3,10,1,0,0,2,4,1,4573,4870,20
U14932,0,M,50,B,B,30,B,15,0,0,1,0,0,0,1,1218,1,4,3,4,8,8,1,6,55,0,0,0,1,4,0,0,20,0,0,0,7,3,1,5360,5508,40
U14915,0,F,57,B,C,31,A,27,0,0,1,1,0,0,0,-1,1,2,3,1,5,-1,3,0,6,0,0,0,0,0,0,0,20,0,1,,8,2,2,6186,2121,20
U14830,0,F,47,B,B,30,A,20,0,0,1,1,0,0,0,948,1,3,2,1,5,-1,3,0,1,0,0,0,1,5,0,0,20,1,2,0,7,5,3,6887,4505,40
U14816,0,F,48,B,C,31,A,0,0,0,1,1,1,0,1,1186,0,-1,3,6,5,-1,2,6,0,0,0,0,1,5,0,0,35,1,3,0,7,10,2,8420,3713,40
U14808,0,F,37,B,C,31,A,0,1,1,1,1,1,0,1,1137,1,3,1,7,9,-1,1,6,7,0,0,0,0,0,0,0,25,1,5,0,7,4,1,4748,4990,40
U14738,0,F,49,B,B,Z,A,0,0,0,1,0,0,0,0,-1,1,3,3,1,6,11,2,0,17,0,0,0,0,0,0,0,20,1,4,0,7,7,1,6560,5813,40
U14666,0,M,39,B,C,31,~,1,0,0,1,1,1,0,0,363,0,-1,4,7,3,2,2,0,0,0,0,0,0,0,0,0,10,1,3,0,7,5,2,5241,5386,20
U14463,0,M,48,B,B,30,A,0,0,0,1,0,1,0,0,-1,0,-1,-1,1,5,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,2,5,1,5850,5508,20
U14390,0,F,40,B,B,30,A,0,0,0,1,1,1,1,1,257,1,2,4,7,6,4,2,5,7,1,0,0,1,0,0,0,20,0,1,0,7,5,1,6166,4017,40
U14352,0,M,36,A,C,31,~,0,0,0,1,1,1,0,1,1278,0,-1,-1,1,3,4,3,5,0,0,0,0,1,5,0,0,20,0,1,0,4,12,2,5369,601,40
U14258,0,F,40,A,B,30,,0,0,0,1,0,0,0,1,1081,1,2,1,1,6,10,3,7,22,5,0,0,0,0,0,0,20,1,1,0,5,6,2,5246,4778,40
U13783,0,F,39,A,B,30,,3,0,0,1,1,1,0,0,1187,0,-1,-1,5,4,-1,3,0,0,0,0,0,0,0,0,0,10,1,3,0,4,3,1,5585,4595,20
U13733,0,M,50,B,B,30,B,0,0,0,1,1,1,0,0,1081,1,3,3,1,7,-1,2,0,13,0,0,0,1,0,0,0,20,1,2,0,4,9,2,8254,5508,40
U13677,0,M,55,B,A,C,B,0,1,1,1,1,1,0,1,1211,1,5,3,1,9,1,1,9,157,0,0,0,0,0,0,0,20,1,5,0,7,5,2,7117,5508,60
U13595,0,M,43,A,C,Z,A,2,0,0,1,1,1,0,0,1057,0,-1,-1,5,4,3,3,0,0,0,0,0,0,0,0,0,10,1,3,0,6,2,1,5345,4595,20
U13154,0,F,51,B,B,30,A,0,0,0,1,1,1,0,1,1179,1,3,4,1,5,-1,3,3,4,0,0,0,0,0,0,0,20,1,1,0,6,7,1,8892,2166,40
U13087,0,F,37,B,B,30,Z,0,1,1,1,1,1,1,0,-1,0,-1,2,3,3,10,2,0,0,0,0,0,1,0,0,4,20,1,5,,7,7,1,5162,1357,20
U13046,0,F,40,B,C,31,A,6,1,1,1,1,1,1,0,-1,1,3,3,1,5,5,2,0,12,0,0,0,1,0,0,12,30,1,5,0,8,5,1,5500,3348,40
U12979,0,M,49,A,A,Z,~,8,1,1,1,1,1,0,0,-1,1,5,5,6,7,-1,2,0,33,3,0,0,0,0,0,0,40,1,5,0,8,2,1,5701,5752,40
U12752,0,M,34,A,K,31,~,0,0,1,1,1,1,0,0,-1,0,-1,4,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,1,7,4,1,5819,2439,20
U12735,0,M,40,B,B,Z,B,0,1,1,1,1,1,0,0,1109,0,-1,-1,1,3,11,2,0,0,0,0,0,1,8,0,0,20,1,5,,6,17,1,5723,609,20
U12564,0,M,49,B,B,30,B,20,0,0,1,1,1,0,1,1187,1,3,3,1,5,8,3,6,1,1,0,0,0,0,0,0,20,1,3,0,5,4,1,8401,1788,40
U12467,0,M,38,~,~,Z,~,0,0,1,1,1,0,0,1,1118,1,3,3,1,5,-1,6,2,2,3,0,0,0,0,0,0,20,1,1,1,7,4,4,7026,5752,20
U12419,0,M,38,A,K,Z,~,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,4,-1,6,0,0,0,0,0,0,0,0,0,40,1,5,0,7,2,2,4829,4960,10
U12406,0,M,34,A,A,C,,0,0,0,1,1,1,0,1,1210,1,2,-1,1,5,-1,2,6,0,1,0,0,1,0,0,0,50,1,5,0,8,10,10,4790,1679,40
U12213,0,F,35,A,C,Z,~,2,0,0,1,1,1,0,0,-1,0,-1,2,1,5,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,0,6,7,1,5860,5021,20
U12179,0,M,47,B,B,Z,~,0,0,0,1,1,1,0,1,447,1,3,1,1,3,11,4,4,1,4,0,0,0,0,0,0,10,0,0,,2,2,2,474,291,10
U12161,0,M,41,B,A,Z,C,0,0,0,1,1,1,0,0,-1,1,2,4,1,3,-1,6,0,0,9,0,0,1,5,0,0,20,1,4,0,5,7,2,5442,3499,20
U12047,0,F,46,O,Z,Z,,0,1,1,1,0,0,0,0,-1,0,-1,-1,1,3,11,4,0,0,0,0,0,0,0,0,0,10,1,4,0,3,2,1,5383,921,10
U11891,0,F,40,B,F,G,,2,0,0,1,1,1,0,0,610,0,-1,-1,6,3,-1,2,0,0,0,0,0,0,0,0,0,10,1,4,0,7,3,1,4271,3499,20
U11634,0,F,39,B,F,G,Z,1,0,1,1,1,1,1,0,1033,0,-1,3,1,2,2,3,0,0,0,0,0,1,6,0,0,20,1,4,0,4,2,1,1167,927,10
U11633,0,M,38,B,B,30,~,10,0,0,1,1,0,0,0,-1,0,-1,1,1,2,-1,4,0,0,0,0,0,0,0,0,0,20,1,2,0,3,2,1,3837,1181,10
U11596,0,F,36,B,B,G,~,0,0,0,1,1,0,0,0,-1,1,3,2,1,4,3,3,0,0,0,0,0,0,0,0,0,10,1,1,0,3,2,1,4695,4870,20
U11467,0,F,37,A,B,30,,0,0,0,1,1,1,1,1,1172,1,3,3,3,6,-1,2,7,11,85,0,0,1,5,0,0,25,1,5,1,8,4,2,3461,3468,40
U11344,0,F,40,A,B,30,,3,0,0,1,1,0,0,1,1172,0,-1,-1,1,3,1,2,7,0,0,0,0,0,0,0,0,10,1,1,0,4,2,1,4466,4444,10
U11276,0,F,39,B,F,G,~,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,5,0,0,20,1,5,1,7,2,2,4492,3468,20
U11202,0,F,40,A,Z,Z,,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,3,5,0,0,0,0,0,0,0,0,0,20,0,2,,2,3,1,4429,1174,20
U11039,0,F,43,B,K,G,,0,1,1,1,1,0,0,0,-1,1,2,3,1,6,3,2,0,5,0,0,0,0,0,0,0,20,1,4,0,5,2,1,6689,3925,20
U10985,0,F,35,B,B,30,~,2,0,0,1,1,0,0,0,-1,1,2,2,1,3,-1,4,0,0,6,0,0,0,0,0,0,10,1,3,0,4,1,1,431,3925,10
U10855,0,M,41,B,B,30,~,15,0,1,1,1,1,0,0,-1,0,-1,-1,1,4,10,2,0,0,0,0,0,0,0,0,0,10,1,5,,4,2,2,6240,274,40
U10752,0,F,37,A,A,C,,0,0,0,1,1,0,0,1,1193,0,-1,2,1,4,-1,2,6,0,0,0,0,0,0,0,0,30,1,5,1,7,2,3,5073,3529,40
U10689,0,F,40,A,C,31,,4,0,0,1,1,1,0,1,1189,0,-1,3,1,1,2,2,2,0,0,0,0,0,0,0,0,20,1,5,0,7,1,2,1484,3590,20
U10498,0,M,50,B,B,30,,0,0,1,1,1,0,0,0,-1,1,3,3,8,6,4,2,0,19,0,0,0,1,5,0,0,20,1,5,0,8,4,3,7564,1693,40
U10304,0,M,45,B,A,C,,3,0,0,1,1,0,0,1,615,0,-1,3,1,1,6,5,5,0,0,0,0,0,0,0,0,10,1,1,,2,3,1,6317,1619,10
U10276,0,M,42,B,B,30,A,0,1,1,1,1,1,0,0,-1,1,3,3,1,8,7,6,0,12,0,1,0,1,7,0,2,40,1,5,0,8,11,2,7338,2428,60
U10224,0,M,57,B,B,30,,0,0,0,1,1,1,0,1,1208,0,-1,-1,1,3,-1,3,5,0,0,0,0,0,0,0,0,20,1,4,0,7,4,2,7430,5600,10
U10030,0,F,42,B,B,Z,~,0,0,0,1,1,1,0,0,-1,1,2,2,1,5,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,7,3,2,6903,5416,20
U9972,0,M,33,B,A,Z,~,0,0,0,1,1,1,0,1,423,1,3,3,1,2,6,4,2,0,0,0,1,0,0,0,0,20,1,3,0,3,3,2,447,327,40
U9857,0,M,38,B,B,30,,5,1,1,1,0,1,0,0,-1,1,4,5,4,5,8,3,0,0,0,0,0,0,0,0,0,20,1,2,0,4,1,1,3727,833,40
U9470,0,M,47,B,A,C,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,8,7,7,2,0,0,0,0,0,0,0,0,0,55,1,5,0,8,2,2,4203,3529,40
U9382,0,F,38,B,K,G,~,0,0,0,1,0,1,0,1,1194,1,1,1,1,2,5,3,6,0,0,0,0,1,5,0,0,20,0,0,0,2,3,1,4177,1845,20
U9343,0,F,50,B,A,Z,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,4,3,3,0,0,0,0,0,0,0,0,0,20,1,5,0,6,2,2,4234,4078,10
U9144,0,F,46,B,K,31,,0,0,0,1,0,1,0,1,1209,1,4,4,1,6,10,2,5,11,0,0,0,1,5,0,0,10,1,3,0,4,4,1,3489,4047,40
U9033,0,F,32,B,F,G,,0,0,0,1,1,1,0,0,805,0,-1,-1,1,1,1,2,0,0,0,0,0,0,0,0,0,20,1,5,,7,1,1,4053,972,10
U8804,0,M,35,B,F,G,~,0,0,0,1,1,1,0,1,448,1,2,2,1,2,2,2,6,0,0,0,0,1,3,0,0,20,1,2,0,4,1,1,3891,1341,20
U8803,0,M,45,B,B,Z,A,0,1,1,1,1,1,1,0,1176,1,5,-1,1,1,3,2,0,0,1,0,0,1,4,0,1,20,1,3,0,7,4,2,3219,3894,10
U8722,0,F,51,B,C,31,Z,0,1,1,1,1,1,1,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,0,0,0,20,1,3,0,7,4,1,2058,3164,20
U8694,0,F,48,A,F,G,~,0,0,0,1,1,0,0,0,682,1,4,-1,1,4,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,1,3,4,1,3795,479,20
U8613,0,M,39,B,F,G,~,0,0,0,1,1,1,0,0,934,0,-1,1,1,2,-1,2,0,0,0,0,0,1,5,0,0,20,1,5,0,5,1,2,965,303,20
U8364,0,M,40,B,C,31,A,19,0,0,1,0,0,1,0,-1,1,4,4,1,5,-1,3,0,7,0,0,0,1,7,0,0,20,0,3,0,5,2,1,3562,390,40
U8309,0,M,36,B,B,30,~,2,0,0,1,1,0,0,1,1119,0,-1,4,1,3,-1,2,7,0,0,0,0,0,0,0,0,23,0,1,0,7,1,4,1186,4625,20
U8158,0,M,39,A,A,C,~,0,0,0,1,1,0,0,1,1182,1,4,4,1,3,6,2,7,72,2,0,0,1,5,0,0,40,1,3,0,7,6,1,3359,4230,40
U8126,0,F,37,B,B,31,~,2,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,3,3,0,0,0,0,0,1,5,0,0,10,1,4,0,7,1,1,2995,4960,10
U1364269,1,M,33,B,G,F,,0,0,0,1,1,0,0,1,1177,0,-1,2,1,1,2,4,4,0,0,0,0,0,0,0,0,10,1,4,,3,1,1,1580,1342,10
U1344956,1,M,25,A,F,G,~,0,0,0,1,1,1,0,0,1068,0,-1,2,1,1,9,4,0,0,0,0,0,0,0,0,0,20,1,3,,3,1,3,1075,444,10
U1344695,1,M,36,B,C,31,~,2,0,1,1,1,0,0,0,-1,0,-1,3,1,1,4,3,0,0,0,0,0,0,0,0,0,10,1,5,,6,2,1,1069,908,20
U1329630,1,M,25,A,F,G,~,2,0,0,1,1,0,0,0,685,0,-1,2,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,2,0,1,1,1,719,654,10
U1315479,1,M,33,A,G,F,~,0,0,0,1,1,1,0,0,-1,1,1,1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,,2,1,2,469,469,10
U1307461,1,M,23,A,F,G,~,0,0,0,1,1,0,0,0,-1,1,2,2,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,0,1,1,2,383,383,10
U1307147,1,M,30,B,F,G,~,16,0,0,1,1,1,0,0,-1,1,1,1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,2,0,1,1,2,381,381,10
U1235159,1,F,27,B,F,G,~,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,2,0,1,1,1,377,377,10
U1212579,1,M,23,A,F,G,~,0,0,0,1,1,1,0,0,-1,1,3,3,1,1,-1,6,0,0,1,0,0,0,0,0,0,20,1,2,0,1,2,3,185,185,10
U1208507,1,M,30,A,B,30,,0,0,0,1,1,1,0,1,669,0,-1,-1,1,2,-1,2,4,0,0,0,0,1,4,0,17,20,1,5,0,7,9,2,2164,2029,10
U1165611,1,M,34,A,G,F,~,4,0,0,1,1,1,0,0,-1,1,2,2,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,,1,3,1,1418,455,10
U1160121,1,F,28,B,G,F,~,0,0,0,1,1,0,0,0,1172,0,-1,-1,1,1,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,,3,1,1,1330,622,20
U1148440,1,M,21,A,Z,Z,~,0,0,0,1,1,1,0,0,917,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,2,0,1,2,2,1140,326,10
U1137638,1,M,26,A,B,G,,0,0,0,1,1,1,0,1,966,0,-1,-1,1,1,-1,4,3,0,0,0,0,0,0,0,0,20,1,3,,2,1,2,978,1664,10
U1130748,1,M,32,B,K,G,,1,0,1,1,1,0,0,0,-1,0,-1,1,1,1,-1,3,0,0,0,0,0,0,0,0,0,10,0,0,,3,1,1,865,1253,10
U1108845,1,M,28,A,F,G,~,17,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,0,4,1,2,682,682,10
U1071339,1,M,33,A,C,31,~,2,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,0,3,1,2,403,403,10
U989224,1,F,29,A,K,31,~,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,-1,3,0,0,0,0,0,1,3,5,51,20,1,4,,5,7,2,1922,2107,10
U977555,1,M,33,A,C,31,~,2,0,1,1,1,1,0,0,-1,0,-1,3,1,1,2,6,0,0,0,0,0,0,0,0,0,20,1,5,,7,1,2,1394,2466,20
U917239,1,M,28,A,K,31,~,1,0,1,1,1,1,0,1,84,1,2,2,1,1,-1,5,2,0,1,0,0,0,0,0,0,20,1,3,,3,1,1,115,700,10
U906950,1,F,31,A,C,31,~,0,0,0,1,1,0,0,0,-1,1,1,-1,1,1,2,4,0,0,1,0,0,0,0,0,0,10,1,4,,4,2,3,2043,1213,20
U870437,1,M,60,B,Z,Z,,0,0,1,1,1,1,0,0,-1,0,-1,4,1,1,-1,3,0,0,0,0,0,1,6,1,31,10,1,4,0,5,5,1,1820,1359,20
U839197,1,F,26,A,B,30,~,2,0,0,1,1,0,0,1,899,1,1,1,1,2,-1,4,4,0,3,0,0,0,0,0,0,20,1,2,,3,1,2,906,200,10
U752379,1,M,31,B,F,G,,2,0,0,1,1,1,0,0,1034,1,1,1,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,1,3,,2,1,1,1049,978,10
U733616,1,M,43,A,F,G,~,6,0,1,1,1,1,0,1,153,1,2,2,1,1,-1,5,1,0,1,0,0,0,0,0,0,10,1,3,0,2,2,1,264,264,10
U729632,1,F,34,A,C,31,~,3,0,0,1,1,0,0,0,-1,1,3,3,1,1,-1,5,0,0,1,0,0,0,0,0,0,20,1,3,0,2,1,1,165,165,10
U702277,1,F,25,B,C,31,~,15,0,0,1,0,1,0,0,196,1,2,2,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,4,0,3,1,1,391,391,10
U641998,1,F,45,A,F,G,,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,2,4,0,0,0,0,0,0,0,0,0,35,1,5,0,5,1,3,1511,1498,10
U611597,1,M,28,A,C,31,,0,0,0,1,1,0,0,0,1278,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,10,1,0,0,7,1,1,1809,1770,10
U580726,1,M,31,A,F,G,~,0,0,0,1,1,1,0,0,1172,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,20,1,4,,4,3,1,1228,860,20
U43993,0,F,51,B,K,G,,0,0,0,1,1,1,0,1,88,0,-1,-1,1,2,-1,2,1,0,0,0,0,1,3,0,0,35,1,5,0,7,40,5,4946,4809,10
U43749,0,F,39,B,B,31,~,10,0,0,1,1,0,0,1,1278,0,-1,-1,1,3,-1,4,4,0,0,0,0,0,0,0,0,10,1,4,0,5,3,1,4880,2527,10
U43720,0,F,43,B,B,30,A,1,0,0,1,0,1,0,1,774,1,3,5,1,4,-1,3,5,1,0,0,0,1,0,0,4,20,1,1,0,3,5,1,4634,4809,20
U43583,0,M,45,B,K,31,,5,0,0,1,1,0,0,1,1172,1,3,-1,1,2,3,4,2,0,10,0,0,0,0,0,0,20,1,4,,4,3,1,4416,2432,20
U43450,0,M,38,B,F,G,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,3,-1,4,0,0,0,0,0,0,0,0,0,10,1,1,0,2,1,1,4338,13,10
U43427,0,M,50,B,B,Z,,26,0,0,1,1,1,0,0,-1,0,-1,-1,1,3,-1,2,0,0,0,0,0,1,5,0,0,20,1,3,0,7,1,3,4273,2315,10
U43388,0,F,36,B,B,30,B,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,-1,3,0,0,0,0,0,0,0,0,0,10,1,5,0,5,1,1,3960,3955,10
U43355,0,F,50,B,B,C,,5,0,1,1,1,0,0,0,-1,1,4,3,2,6,-1,2,0,4,10,1,0,0,0,0,0,10,0,1,0,4,4,1,7910,4047,40
U43330,0,F,59,A,C,31,,25,0,0,1,1,0,0,0,-1,1,3,3,6,5,-1,3,0,0,8,0,0,0,0,0,0,20,1,1,0,7,3,1,4228,3986,40
U43282,0,F,37,A,C,31,~,2,0,0,1,1,0,0,0,-1,1,3,3,1,3,-1,3,0,2,0,0,0,0,0,0,0,10,0,3,0,7,2,1,4103,3499,10
U43136,0,F,44,B,,Z,,5,0,0,1,0,1,0,0,-1,0,-1,-1,1,3,4,2,0,0,0,0,0,1,3,0,0,20,1,4,0,7,1,3,7412,4778,10
U42883,0,F,48,B,B,30,,18,0,0,1,1,1,0,0,-1,0,-1,-1,1,3,-1,3,0,0,0,0,0,0,0,0,0,20,1,3,0,7,5,1,6326,3103,20
U42491,0,M,42,B,Z,Z,,6,0,0,1,1,1,0,0,1021,0,-1,-1,1,3,2,2,0,0,0,0,0,0,0,0,0,10,1,5,,7,1,1,1760,1543,10
U42470,0,M,38,B,B,30,~,0,0,1,1,1,1,0,0,986,0,-1,-1,1,2,-1,3,0,0,0,0,0,0,0,0,0,20,0,1,0,4,2,2,3478,3287,10
U42310,0,F,37,B,K,30,~,2,0,0,1,1,0,0,0,-1,1,2,-1,7,3,3,2,0,0,0,0,0,0,0,0,0,20,1,3,0,7,2,1,1928,4595,10
U42240,0,M,57,B,B,30,~,5,0,0,1,1,0,0,0,-1,1,1,1,1,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,5,3,3,2995,2952,20
U42143,0,M,37,A,C,31,~,3,0,0,1,1,1,0,1,1209,0,-1,-1,1,1,2,4,2,0,0,0,0,0,0,0,0,10,0,1,0,1,2,1,2766,4505,10
U42121,0,M,41,B,B,30,,0,1,1,1,1,1,0,0,-1,1,2,-1,1,3,-1,2,0,0,7,0,0,1,2,0,0,23,1,3,0,7,2,2,2687,1599,20
U42098,0,M,49,B,M,D,,1,0,0,1,1,1,0,0,1194,1,5,4,7,9,-1,1,0,0,0,0,0,0,0,0,0,20,1,5,0,5,3,1,2643,2412,40
U42038,0,F,32,A,C,31,~,4,0,1,1,1,0,0,0,791,0,-1,-1,1,1,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,,3,1,1,2467,2239,10
U42025,0,F,43,B,B,30,B,6,0,0,1,1,1,0,0,-1,1,3,2,3,7,-1,2,0,8,0,0,0,0,0,0,0,20,1,4,0,5,3,2,2405,2583,40
U41984,0,M,38,A,A,C,,1,0,0,1,0,0,0,1,914,1,2,3,1,2,3,4,6,0,0,0,0,0,0,0,0,20,0,0,0,3,2,1,2319,3103,20
U41823,0,M,57,B,B,30,C,1,1,1,1,1,1,0,0,838,1,5,3,6,6,3,2,0,0,0,0,0,0,0,0,0,40,1,5,0,8,6,2,6515,5844,40
U41796,0,M,41,B,C,31,A,6,0,1,1,1,1,0,1,360,1,2,-1,1,2,-1,6,5,0,1,0,1,0,0,0,0,20,1,1,1,2,3,1,6200,174,20
U41780,0,F,31,A,A,C,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,6,2,0,0,0,0,0,0,0,0,0,20,1,5,,8,3,3,7402,905,10
U41650,0,F,42,B,B,30,,1,0,0,1,1,1,0,0,-1,1,1,-1,1,2,4,6,0,0,0,0,0,0,0,0,0,20,1,1,0,3,5,1,6577,2952,10
U41646,0,M,44,B,B,Z,A,0,1,1,1,0,1,0,0,1203,1,4,4,5,7,-1,2,0,0,1,0,0,1,0,0,7,10,0,1,0,8,7,1,7590,5905,40
U41605,0,F,41,B,K,Z,,0,0,0,1,1,1,0,1,1160,1,3,2,2,5,2,6,2,0,0,0,0,1,5,0,0,20,1,5,0,8,3,3,6002,5508,20
